,MSSubClass,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,Foundation,GarageType,GarageCond,SaleType,SaleCondition,LotFrontage,LotArea,OverallQual,MasVnrArea,ExterQual,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageFinish,GarageCars,GarageQual,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
742,0,3,3,3,4,20,2,0,2,1,12,13,1,2,1,5,8,4,65.0,8450,7,108.0,3,4,1349,5,1,1349,3,6,0,1,2,3,179000,175,2,7,6,7.0
743,8,3,0,3,4,19,2,0,7,1,6,6,2,1,1,5,8,4,70.0,12886,5,0.0,3,4,520,5,1,1464,3,6,3,2,2,3,175000,402,3,46,10,12.0
744,11,3,0,1,4,22,2,4,2,1,6,6,2,2,1,5,8,4,41.0,5395,8,0.0,4,4,1337,4,1,1337,4,5,3,2,2,3,180000,334,3,15,15,15.0
745,5,3,0,3,4,14,2,0,5,3,12,13,1,1,3,5,8,4,81.28888888888889,8963,8,289.0,5,3,1142,5,1,2715,4,11,3,3,2,3,299800,204,5,32,12,14.0
746,5,3,0,3,4,8,2,0,5,1,12,13,2,2,3,5,8,4,79.87755102040816,8795,7,0.0,4,4,952,5,1,2256,4,8,3,3,2,3,236000,278,3,9,9,9.0
747,6,4,0,3,0,17,2,0,5,4,11,12,2,4,5,5,8,4,65.0,11700,7,0.0,4,3,1240,3,0,2640,4,8,4,1,4,3,265979,567,2,129,6,59.0
748,0,3,0,3,4,15,2,0,2,3,12,13,1,2,1,5,8,4,59.0,10593,7,338.0,4,4,1720,5,1,1720,4,7,3,3,2,3,260400,450,3,14,14,14.0
749,4,3,3,3,4,7,2,0,0,1,14,15,2,3,5,5,8,4,50.0,8405,4,0.0,3,0,0,3,0,1529,3,9,0,1,1,3,98000,277,2,64,59,64.0
750,4,4,3,3,0,17,2,0,0,1,13,14,2,0,6,3,8,4,55.0,8800,4,0.0,3,3,576,4,1,1140,3,7,0,0,0,0,96500,160,1,100,6,0.0
751,5,3,3,3,4,8,6,0,5,1,12,13,2,2,1,5,8,4,79.87755102040816,7750,7,0.0,4,4,660,5,1,1320,4,6,0,3,2,3,162000,48,3,4,4,4.0
752,0,3,0,3,4,5,2,0,2,1,12,13,2,2,1,5,8,4,79.0,9236,6,0.0,3,4,1479,5,1,1494,4,6,0,2,2,3,217000,195,3,9,9,9.0
753,5,3,3,3,4,16,2,0,5,1,12,13,1,2,1,5,8,4,80.0,10240,8,178.0,4,4,1030,4,1,2098,5,8,4,2,3,3,275500,244,3,1,1,1.0
754,0,3,3,3,4,12,2,0,2,1,9,10,2,1,5,5,8,4,61.0,7930,6,0.0,3,3,1026,4,1,1026,4,5,0,2,2,3,156000,219,2,40,4,40.0
755,12,1,3,3,4,21,2,4,5,1,8,8,1,2,5,5,8,4,34.0,3230,6,894.0,3,4,729,4,1,1471,3,6,0,1,2,3,172500,24,3,10,10,10.0
756,5,3,0,3,4,5,2,0,5,1,12,13,2,2,1,5,8,4,68.0,10769,8,0.0,4,4,866,5,1,1768,4,7,0,2,2,3,212000,249,3,2,2,2.0
757,5,3,0,3,1,19,2,0,5,3,6,6,0,1,1,5,8,0,74.4375,11616,6,328.0,3,3,672,3,1,1386,3,6,3,3,2,3,158900,335,3,32,32,32.0
758,12,1,3,3,4,21,2,3,5,1,8,8,1,2,5,5,8,4,24.0,2280,7,360.0,3,4,744,4,1,1501,3,6,0,1,2,3,179400,0,3,9,9,9.0
759,5,3,0,3,4,15,2,0,5,1,12,13,1,2,1,5,8,4,65.0,12257,8,513.0,4,4,1318,5,1,2531,4,9,3,2,3,3,290000,320,3,12,12,12.0
760,0,3,3,3,4,12,2,0,2,3,13,14,2,1,5,0,8,4,70.0,9100,6,0.0,3,3,864,5,1,864,3,5,0,1,1,5,127500,0,1,50,50,1.0
761,1,4,3,3,2,3,1,0,2,1,13,14,2,2,5,5,8,4,60.0,6911,5,0.0,3,3,1145,3,1,1301,2,5,0,1,2,3,100000,0,1,85,59,44.0
762,5,1,3,3,4,21,2,0,5,1,12,13,2,2,1,5,2,4,72.0,8640,7,0.0,3,4,756,5,1,1547,4,7,0,1,2,3,215200,214,3,1,1,1.0
763,5,3,3,3,4,15,2,0,5,1,12,13,1,2,1,5,8,4,82.0,9430,8,673.0,4,4,1252,5,1,2365,4,8,4,2,3,3,337000,308,4,10,10,10.0
764,11,3,0,3,1,24,2,4,2,3,3,3,2,2,1,5,8,4,30.0,9549,8,0.0,4,4,1494,5,1,1494,5,6,4,3,2,3,270000,246,3,11,10,11.0
765,0,3,0,3,4,21,2,0,2,1,12,13,3,2,1,5,6,5,75.0,14587,9,284.0,4,4,1498,5,1,1506,5,6,4,3,2,3,264132,174,2,0,0,0.0
766,5,3,3,3,4,14,2,0,5,1,6,6,1,1,1,5,8,4,80.0,10421,7,42.0,3,4,980,3,1,1714,3,7,3,1,2,3,196500,450,3,22,22,22.0
767,4,3,0,3,4,11,2,0,0,1,12,13,2,1,1,5,8,4,75.0,12508,6,0.0,3,4,983,5,1,1750,3,7,0,1,1,3,160000,401,3,68,23,19.0
768,0,3,3,3,4,5,2,0,2,3,12,13,2,2,1,5,8,4,70.0,9100,7,0.0,4,4,1860,5,1,1836,4,8,4,3,2,3,216837,153,2,2,1,2.0
769,5,3,1,1,1,22,2,0,5,3,5,15,1,2,3,5,8,4,47.0,53504,8,603.0,5,4,1650,5,1,3279,5,12,4,3,3,3,538000,749,5,7,7,7.0
770,9,3,0,3,1,19,2,0,6,3,13,14,2,1,5,5,8,4,74.4375,7252,5,0.0,3,4,858,3,1,858,3,5,0,1,2,3,134900,120,2,27,27,26.0
771,0,3,3,3,4,7,2,0,2,1,13,14,2,1,5,5,0,4,67.0,8877,4,0.0,3,2,836,3,1,1220,3,6,0,1,2,3,102000,0,1,55,55,55.0
772,8,3,3,3,4,7,2,0,7,1,9,10,2,1,5,5,8,0,94.0,7819,6,0.0,3,3,1029,3,1,1117,3,6,3,1,2,3,107000,144,2,34,34,34.0
773,0,3,3,3,4,12,1,0,2,1,13,14,2,1,1,5,0,4,70.0,10150,5,1.0,3,3,912,5,1,912,3,5,0,2,1,3,114500,0,1,49,49,49.0
774,0,3,3,3,0,16,2,0,2,3,12,13,1,2,1,5,6,5,110.0,14226,8,375.0,4,4,1935,4,1,1973,4,9,4,3,3,3,395000,360,2,1,1,1.0
775,11,4,3,3,2,11,2,4,2,3,12,13,1,2,1,5,8,4,32.0,4500,6,320.0,3,5,1204,5,1,1204,3,5,0,3,2,3,162000,247,3,11,11,11.0
776,0,3,0,3,4,5,2,0,2,1,12,13,1,2,1,5,6,5,86.0,11210,7,240.0,4,4,1614,5,1,1614,4,7,0,2,3,3,221500,203,2,1,0,1.0
777,0,3,0,3,4,19,2,0,2,3,6,10,2,1,1,5,8,4,100.0,13350,5,0.0,3,3,864,3,1,894,3,5,2,1,2,3,142500,241,2,32,32,32.0
778,10,2,3,3,4,20,1,2,2,1,9,10,1,3,5,5,8,4,60.0,8400,5,320.0,3,0,0,3,1,2020,3,10,3,1,2,3,144000,0,2,30,30,30.0
779,10,3,3,3,4,11,2,2,6,1,9,7,1,1,1,5,8,4,78.0,10530,6,90.0,3,4,975,3,1,1004,3,4,0,1,2,3,135000,0,2,29,29,29.0
780,0,3,3,3,4,8,2,0,2,1,6,6,1,2,1,5,8,4,63.0,7875,7,38.0,3,4,1237,4,1,1253,3,6,3,3,2,3,176000,241,2,12,11,12.0
781,5,3,3,3,4,20,2,0,5,1,12,13,2,2,1,5,8,4,65.0,7153,6,0.0,4,4,761,5,1,1603,4,7,0,2,2,3,175900,124,3,14,14,14.0
782,0,3,1,3,4,5,2,0,2,1,12,13,2,2,1,5,8,4,67.0,16285,7,0.0,4,4,1413,5,1,1430,4,6,0,2,2,3,187100,33,2,8,7,8.0
783,9,3,0,3,0,11,2,0,6,1,9,10,1,2,1,5,8,4,70.08333333333333,9101,5,104.0,3,4,1097,5,1,1110,4,4,3,3,2,3,165500,333,2,31,31,31.0
784,7,4,3,3,4,17,2,0,4,1,13,15,2,1,6,3,8,4,35.0,6300,6,0.0,3,3,742,5,1,1484,3,9,4,0,0,0,128000,425,2,94,7,0.0
785,0,3,3,3,4,14,1,0,2,1,3,14,2,1,1,5,8,4,81.28888888888889,9790,6,0.0,3,3,1372,3,1,1342,3,7,4,1,2,3,161500,197,2,42,42,42.0
786,4,4,3,3,4,17,0,0,0,1,8,8,2,2,5,5,8,4,60.0,10800,5,0.0,3,2,686,3,1,1652,3,7,0,1,1,3,139000,196,3,95,60,49.0
787,5,3,0,3,4,20,2,0,5,1,12,13,2,2,3,5,8,4,76.0,10142,7,0.0,4,4,956,5,1,2084,4,8,0,2,2,3,233000,45,4,6,6,6.0
788,0,4,3,3,0,17,2,0,2,1,8,8,2,1,5,5,8,4,50.0,6000,4,0.0,3,3,901,5,1,901,3,4,0,1,1,2,107900,0,1,54,8,54.0
789,5,3,0,2,4,4,2,0,5,1,6,6,1,1,1,5,8,4,83.46153846153847,12205,6,157.0,3,3,832,4,1,2087,4,9,0,3,2,3,187500,301,3,41,0,41.0
790,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,43.0,3182,7,11.0,4,4,1145,5,1,1145,4,5,4,3,2,3,160200,116,2,4,3,4.0
791,8,3,0,3,0,11,2,0,7,1,6,6,2,2,1,5,8,4,70.08333333333333,11333,6,0.0,3,4,1029,3,1,1062,3,5,3,2,2,3,146800,120,2,31,31,31.0
792,5,3,0,3,1,15,2,0,5,1,8,8,2,2,1,5,8,4,92.0,9920,7,0.0,4,4,1117,5,1,2013,3,8,3,1,2,3,269790,310,4,11,10,10.0
793,0,3,3,3,4,21,2,0,2,1,5,5,3,2,1,5,6,5,76.0,9158,8,140.0,4,4,1496,5,1,1496,4,7,0,3,2,3,225000,298,2,0,0,0.0
794,5,3,0,3,0,8,2,0,5,1,8,8,2,2,1,5,8,4,79.87755102040816,10832,7,0.0,4,4,712,5,1,1895,4,7,3,3,2,3,194500,189,3,14,12,14.0
795,5,3,3,3,4,20,2,0,5,1,6,6,1,1,1,5,8,4,70.0,8400,6,130.0,3,4,650,3,1,1564,3,7,3,1,2,3,171000,254,3,30,29,30.0
796,0,3,3,3,4,19,2,0,2,1,9,10,1,1,1,5,8,4,71.0,8197,6,148.0,3,3,660,5,1,1285,3,7,3,2,2,3,143500,138,2,30,30,30.0
797,0,3,3,3,4,12,2,0,2,1,12,13,2,1,1,5,8,0,57.0,7677,5,0.0,3,3,773,4,1,773,3,4,0,1,1,3,110000,0,1,55,55,55.0
798,5,3,3,3,4,16,2,0,5,3,12,13,3,2,3,5,6,5,104.0,13518,9,860.0,5,5,1926,5,1,3140,5,11,4,3,3,3,485000,222,4,1,0,0.0
799,4,3,3,3,0,18,1,0,0,1,13,14,1,0,5,5,8,4,60.0,7200,5,252.0,3,4,731,5,1,1768,4,7,3,1,1,3,175000,264,3,70,57,68.0
800,5,3,0,1,4,4,1,0,5,1,12,13,2,2,1,5,8,4,79.0,12798,6,0.0,3,4,616,4,1,1688,4,8,0,2,2,3,200000,702,4,11,11,11.0
801,1,4,3,3,4,9,2,0,2,1,8,8,2,1,5,5,8,4,40.0,4800,4,0.0,3,3,1196,5,1,1196,3,5,0,1,2,3,109900,0,2,91,17,50.0
802,5,3,3,3,4,5,2,0,5,1,14,15,2,2,1,5,8,4,63.0,8199,7,0.0,4,4,728,5,1,1456,4,7,4,3,2,3,189000,54,4,3,3,3.0
803,5,3,3,3,4,16,2,0,5,3,12,13,3,2,3,5,6,5,107.0,13891,9,424.0,5,5,1734,5,1,2822,5,12,4,2,3,3,582933,414,4,1,0,0.0
804,0,3,3,3,4,12,2,0,2,1,13,14,2,1,1,5,8,3,75.0,9000,5,0.0,3,3,936,3,1,1128,3,5,0,1,1,3,118000,0,1,52,52,52.0
805,0,3,0,3,2,21,2,0,2,1,12,13,3,2,1,5,6,5,91.0,12274,7,256.0,4,4,1417,5,1,1428,5,6,0,2,2,3,227680,60,2,0,0,0.0
806,8,3,3,3,4,12,2,0,7,1,12,13,2,2,1,5,8,4,75.0,9750,5,0.0,3,3,980,4,1,980,3,6,0,3,1,3,135500,68,2,39,39,39.0
807,6,3,3,3,4,3,2,0,5,1,13,14,2,1,1,5,8,4,144.0,21384,5,0.0,3,3,1324,5,1,1576,4,6,3,2,2,3,223500,312,4,86,5,86.0
808,8,3,3,3,4,12,2,0,7,1,12,13,1,1,1,5,8,4,85.0,13400,5,1047.0,3,3,1024,3,1,1086,3,6,4,2,2,3,159950,0,2,40,40,40.0
809,7,4,3,3,0,17,2,0,4,3,0,0,2,2,5,4,8,4,90.0,8100,5,0.0,3,3,849,3,0,2138,3,11,0,1,2,2,106000,196,2,111,44,99.0
810,0,3,3,3,4,14,2,0,2,3,6,6,1,1,1,5,8,4,78.0,10140,6,99.0,3,3,1040,2,1,1309,4,5,2,2,2,3,181000,265,3,32,7,32.0
811,11,4,3,3,4,5,2,4,2,1,12,13,1,2,1,5,3,4,71.68253968253968,4438,6,169.0,4,4,848,5,1,848,4,4,4,3,2,3,144500,140,2,4,4,4.0
812,0,0,3,0,4,9,2,0,2,3,13,14,2,1,2,5,8,2,66.0,8712,5,0.0,2,3,540,3,0,1044,2,4,0,1,2,3,55993,0,1,58,58,58.0
813,0,3,3,3,4,12,2,0,2,1,8,8,1,1,1,5,0,4,75.0,9750,6,243.0,3,3,1442,4,1,1442,3,7,0,2,1,3,157900,275,2,49,49,49.0
814,4,3,3,3,4,7,2,0,0,1,11,12,2,0,5,5,8,4,45.0,8248,5,0.0,3,3,686,4,1,1250,2,7,0,1,1,3,116000,303,3,88,56,51.0
815,0,3,1,3,1,5,2,0,2,1,12,13,1,2,1,5,8,4,48.0,12137,7,442.0,3,4,1649,5,1,1661,4,6,0,2,2,3,224900,34,2,12,12,12.0
816,0,3,0,3,0,12,2,0,2,1,3,3,2,1,1,5,8,4,76.46236559139786,11425,5,0.0,3,3,1008,4,1,1008,3,4,4,2,1,3,137000,120,1,52,52,52.0
817,0,3,0,3,1,11,2,0,2,3,5,5,1,2,1,5,8,4,70.08333333333333,13265,8,148.0,4,4,1568,5,1,1689,4,7,4,2,3,3,271000,209,3,6,6,6.0
818,8,3,3,3,4,4,2,0,7,1,6,6,1,1,1,5,8,4,80.0,8816,6,80.0,3,3,1010,4,1,1052,3,6,0,1,2,3,155000,0,2,39,39,39.0
819,11,3,0,3,4,16,2,4,2,1,12,13,3,2,1,5,6,5,44.0,6371,7,128.0,4,4,1358,5,1,1358,4,6,4,2,2,3,224000,227,3,1,0,0.0
820,5,3,0,3,1,5,2,0,5,1,12,13,2,2,1,5,8,4,72.0,7226,7,0.0,4,4,798,5,1,1640,4,6,0,2,2,3,183000,45,3,5,5,5.0
821,0,4,3,0,4,17,2,1,2,1,8,8,2,1,5,5,8,4,60.0,6000,4,0.0,2,2,936,3,0,936,3,4,0,1,2,3,93000,144,1,56,56,35.0
822,5,3,0,3,0,8,2,0,5,1,12,13,2,2,3,5,8,3,79.87755102040816,12394,7,0.0,4,4,847,5,1,1733,4,7,4,3,2,3,225000,148,3,4,4,4.0
823,4,3,3,3,4,18,2,0,0,1,12,13,2,0,5,5,8,4,60.0,9900,6,0.0,3,3,778,3,1,1489,3,7,4,1,1,3,139500,335,2,69,59,69.0
824,0,1,3,3,4,21,2,0,2,1,12,13,2,2,1,5,6,5,81.0,11216,8,0.0,4,4,1489,5,1,1489,4,7,4,2,2,3,232600,140,2,0,0,0.0
825,0,3,3,3,4,16,4,0,2,3,5,5,1,2,1,5,6,5,114.0,14803,10,816.0,5,5,2078,5,1,2084,5,7,4,3,3,3,385000,233,3,1,0,1.0
826,3,4,3,3,4,3,2,0,1,1,8,8,2,0,6,3,8,4,50.0,6130,5,0.0,3,3,784,4,1,784,4,5,0,0,0,0,109500,116,2,84,58,0.0
827,0,3,0,3,4,20,2,0,2,1,12,13,2,2,1,5,8,4,65.0,8529,7,0.0,4,4,1454,5,1,1434,4,6,3,2,2,3,189000,329,2,8,8,8.0
828,5,3,1,2,1,4,2,0,5,0,9,10,2,2,1,5,8,0,83.46153846153847,28698,5,0.0,3,3,1013,3,1,2126,3,7,0,3,2,3,185000,711,4,42,42,42.0
829,12,1,3,3,4,21,2,3,5,1,8,8,2,2,5,5,8,4,24.0,2544,7,0.0,4,4,600,5,1,1223,4,4,0,2,2,3,147400,166,3,1,1,1.0
830,0,3,0,3,0,12,2,0,2,1,6,6,1,1,1,5,8,4,80.0,11900,6,387.0,3,3,1392,3,1,1392,3,6,4,2,2,3,166000,192,3,51,51,51.0
831,12,1,3,3,4,21,2,4,5,1,8,8,2,2,5,5,8,4,30.0,3180,7,0.0,3,4,600,5,1,1200,4,4,0,2,2,3,151000,166,3,1,1,1.0
832,5,3,0,3,1,5,2,0,5,1,12,13,1,2,1,5,8,4,44.0,9548,7,223.0,4,4,941,5,1,1829,4,7,3,2,2,3,237000,231,4,7,7,7.0
833,0,3,3,3,4,12,2,0,2,1,6,10,1,1,1,5,8,4,100.0,10004,6,180.0,3,3,1516,3,1,1516,3,6,0,2,2,3,167000,152,2,45,45,45.0
834,0,3,3,3,4,12,2,0,2,1,12,13,1,1,1,5,8,4,75.0,7875,5,136.0,3,3,1144,4,1,1144,3,6,0,1,2,3,139950,0,2,47,47,47.0
835,0,3,3,3,4,19,2,0,2,1,12,6,2,1,1,5,8,4,60.0,9600,4,0.0,3,4,1067,3,1,1067,4,4,0,1,2,3,128000,290,2,60,15,14.0
836,1,4,3,3,4,17,2,0,2,1,12,13,2,0,5,5,0,4,90.0,8100,5,0.0,3,3,1559,4,1,1559,3,5,0,1,2,3,153500,346,2,59,34,59.0
837,12,4,3,3,4,2,2,3,5,1,6,6,1,1,5,5,8,4,21.0,1680,6,158.0,3,3,483,3,1,987,3,5,0,1,1,3,100000,0,3,35,35,35.0
838,0,3,3,3,4,5,2,0,2,1,12,13,2,2,1,5,8,4,75.0,9525,5,0.0,3,4,1099,5,1,1099,4,6,0,1,1,3,144000,278,2,13,2,9.0
839,4,3,3,3,4,7,2,0,0,1,8,8,2,1,5,5,8,4,70.0,11767,5,0.0,3,3,768,5,1,1200,3,6,0,1,1,3,130500,0,1,62,13,62.0
840,6,2,0,3,4,18,2,0,5,1,13,14,2,0,5,5,8,4,58.91304347826087,12155,6,0.0,3,3,672,3,0,1482,2,7,0,1,1,3,140000,254,2,83,58,74.0
841,6,4,3,3,4,17,2,0,5,1,8,8,2,2,5,5,8,4,60.0,10440,5,0.0,3,3,650,4,1,1539,4,8,1,1,2,4,157500,216,2,104,6,25.0
842,8,3,3,3,4,12,2,0,7,1,6,6,1,1,1,2,8,4,82.0,9020,6,183.0,3,3,1127,3,1,1165,3,6,0,2,2,4,174900,129,3,42,42,42.0
843,10,3,3,3,0,12,0,2,2,1,3,3,2,1,6,3,8,4,80.0,8000,5,0.0,3,3,1800,5,0,1800,3,10,0,0,0,0,141000,0,2,46,46,0.0
844,4,4,0,3,4,17,0,0,0,1,13,14,2,0,5,5,8,4,100.0,12665,5,0.0,3,3,876,4,1,1416,3,7,4,1,3,3,153900,612,2,93,58,59.0
845,9,3,0,3,1,19,5,0,6,1,6,6,2,1,2,5,8,4,74.4375,16647,5,0.0,3,4,1390,3,1,1701,3,6,3,3,2,3,171000,0,3,32,26,32.0
846,5,3,3,3,4,20,2,0,5,1,6,6,1,2,1,5,8,4,75.0,9317,7,137.0,4,4,740,5,1,1775,4,7,3,1,2,3,213000,498,4,16,16,16.0
847,0,3,0,3,1,5,2,0,2,1,6,10,2,1,1,5,8,4,36.0,15523,5,0.0,3,3,864,5,1,864,3,5,2,1,1,3,133500,0,2,37,37,37.0
848,4,3,1,0,4,4,2,0,0,1,13,14,2,0,5,5,8,4,75.0,45600,6,0.0,3,3,907,3,1,2358,3,10,4,1,2,2,240000,701,3,100,11,100.0
849,8,3,3,3,2,24,1,0,7,3,9,10,1,1,1,5,8,4,80.0,9600,6,360.0,4,3,528,5,1,1855,3,7,3,2,2,3,187000,213,3,31,13,31.0
850,11,4,3,3,4,5,2,4,2,1,12,13,1,2,1,5,8,4,36.0,4435,6,170.0,4,4,848,5,1,848,4,3,0,3,2,3,131500,140,2,4,4,4.0
851,11,3,3,3,4,0,2,4,2,1,12,13,1,2,1,5,8,4,47.142857142857146,3196,8,40.0,4,4,1273,5,1,1456,4,7,3,3,2,3,215000,163,2,3,3,3.0
852,7,3,3,3,4,6,2,0,4,1,8,8,2,1,5,5,8,4,53.0,7128,7,0.0,3,3,918,4,1,1646,3,7,4,1,1,3,164000,126,2,66,57,66.0
853,8,3,0,3,0,12,2,0,7,1,8,6,1,1,1,5,8,4,76.46236559139786,12095,6,115.0,3,3,1127,3,1,1445,3,7,2,2,2,3,158000,180,2,45,45,45.0
854,0,3,3,3,4,19,2,0,2,3,13,10,2,1,1,5,8,0,102.0,17920,5,0.0,3,3,1763,3,1,1779,3,6,4,1,2,3,170000,730,3,51,32,51.0
855,0,3,0,3,0,19,2,0,2,1,6,6,2,1,5,5,8,4,74.4375,6897,5,0.0,3,3,1040,5,1,1040,3,6,0,1,1,3,127000,104,3,48,0,48.0
856,8,3,0,2,4,5,2,0,7,1,9,6,2,1,5,1,8,4,71.68253968253968,10970,6,0.0,3,4,940,3,1,1026,3,5,0,1,2,3,147000,34,2,30,30,27.0
857,5,3,3,3,4,8,2,0,5,1,6,6,2,2,1,5,8,4,65.0,8125,6,0.0,3,4,702,4,1,1481,3,6,3,3,2,3,174000,36,3,15,14,15.0
858,0,3,3,3,4,14,2,0,2,1,6,6,1,1,1,5,8,3,80.0,10400,7,189.0,3,4,1090,3,1,1370,3,6,3,2,2,3,152000,0,2,33,33,33.0
859,5,3,0,3,0,14,3,0,5,1,6,6,1,1,1,5,8,4,81.28888888888889,11029,6,220.0,3,3,1054,3,1,2654,4,9,4,1,2,3,250000,287,4,38,22,38.0
860,4,3,3,3,0,6,2,0,0,1,13,14,2,0,5,5,8,4,55.0,7642,7,0.0,4,3,912,4,1,1426,4,7,4,1,1,3,189950,240,2,89,9,82.0
861,14,3,3,3,4,19,2,1,2,3,9,6,2,2,1,5,8,4,75.0,11625,5,0.0,3,3,1039,5,1,1039,3,6,0,1,2,3,131500,0,3,45,45,45.0
862,0,3,3,3,0,20,2,0,2,3,6,10,2,2,1,5,8,4,81.0,9672,6,0.0,3,4,1040,3,1,1097,3,6,0,1,2,3,152000,0,2,26,25,24.0
863,0,3,3,3,4,12,2,0,2,3,3,10,2,1,1,5,8,4,70.0,7931,5,0.0,3,3,1148,3,1,1148,3,6,0,1,1,3,132500,0,2,50,50,50.0
864,0,1,3,3,4,21,2,0,2,1,12,13,2,2,1,5,6,5,72.0,8640,7,0.0,4,5,1372,5,1,1372,4,6,0,3,2,3,250580,140,2,1,0,0.0
865,0,3,0,3,4,12,2,0,2,1,8,8,1,1,5,5,8,4,76.46236559139786,8750,5,76.0,3,3,1002,3,1,1002,3,5,0,1,2,3,148500,0,2,39,39,36.0
866,0,3,0,1,4,23,2,0,2,1,12,13,3,2,1,5,6,5,67.0,10656,8,274.0,4,4,1638,5,1,1646,4,6,4,2,3,3,248900,272,2,1,0,0.0
867,0,3,3,3,0,19,1,0,2,1,12,13,2,1,1,5,8,4,85.0,6970,4,0.0,3,3,1040,3,1,1120,2,5,0,2,2,3,129000,168,3,46,46,46.0
868,5,3,1,3,0,8,1,0,5,1,9,10,2,3,1,5,8,4,79.87755102040816,14762,5,0.0,3,0,0,4,1,2320,3,7,3,1,2,3,169000,264,2,58,56,27.0
869,5,3,3,3,4,20,2,0,5,1,8,8,1,2,1,5,8,4,80.0,9938,7,246.0,4,4,1050,5,1,1949,4,8,3,3,2,3,236000,246,4,17,16,17.0
870,0,3,3,3,4,12,4,0,2,3,8,8,2,1,5,5,8,4,60.0,6600,5,0.0,3,3,894,4,0,894,3,5,0,1,1,3,109500,0,1,47,47,47.0
871,5,3,3,3,4,5,2,0,5,1,12,13,1,2,1,5,8,4,70.0,8750,6,116.0,3,4,804,5,1,1682,4,7,0,2,2,3,200500,77,3,12,12,12.0
872,0,3,3,3,0,12,2,0,2,1,14,15,2,4,1,5,8,4,74.0,8892,5,0.0,4,3,105,4,1,910,4,5,0,1,2,3,116000,346,1,55,12,55.0
873,2,3,3,3,4,12,2,0,2,1,6,6,2,1,1,5,8,4,60.0,12144,5,0.0,4,3,832,4,1,1268,3,6,4,1,1,3,133000,28,1,60,59,60.0
874,4,4,3,3,4,17,0,0,0,1,13,14,2,1,5,5,8,0,52.0,5720,5,0.0,3,3,676,5,1,1131,3,5,0,1,1,3,66500,26,2,68,59,68.0
875,5,1,3,3,4,21,2,0,5,1,5,5,2,2,3,5,6,5,75.0,9000,8,0.0,4,4,1184,5,1,2610,5,11,4,3,2,3,303477,572,3,0,0,0.0
876,0,3,3,1,4,11,2,0,2,1,6,10,2,2,1,5,8,4,94.0,25286,4,0.0,3,3,1064,4,1,1040,3,5,0,1,2,3,132250,0,2,44,44,44.0
877,5,3,3,3,4,16,2,0,5,3,12,13,3,2,1,5,8,4,74.0,8834,9,216.0,4,5,1462,5,1,2224,5,10,4,3,3,3,350000,184,4,5,4,5.0
878,9,3,0,3,4,19,2,0,6,1,6,6,2,1,5,5,8,4,88.0,11782,5,0.0,3,3,1109,3,1,1155,4,6,0,1,2,3,148000,192,2,49,15,23.0
879,0,3,0,3,1,5,2,0,2,1,12,13,1,1,1,5,8,4,71.68253968253968,7000,5,90.0,4,3,864,5,1,864,3,6,0,1,1,3,136500,0,2,31,4,31.0
880,0,3,3,3,4,7,2,0,2,1,12,13,2,2,1,5,8,4,60.0,7024,5,0.0,3,5,1090,4,1,1090,3,5,0,3,2,3,157000,49,3,2,1,2.0
881,4,3,0,3,1,23,2,0,0,1,6,6,1,1,1,5,8,4,44.0,13758,7,117.0,4,4,1156,5,1,1717,4,7,3,2,2,3,187500,204,3,17,16,17.0
882,5,3,0,3,0,8,2,0,5,1,12,13,2,2,3,5,8,4,79.87755102040816,9636,6,0.0,3,4,808,4,1,1593,3,7,3,2,2,3,178000,382,3,17,16,16.0
883,7,3,3,0,4,18,2,0,3,1,13,14,2,2,5,2,8,4,60.0,6204,4,0.0,4,3,795,3,0,2230,3,10,0,1,1,3,118500,188,2,94,56,9.0
884,0,3,3,3,4,12,2,0,2,1,6,6,1,1,1,5,8,4,65.0,7150,5,60.0,3,3,892,3,1,892,3,5,0,2,1,3,100000,0,1,42,42,42.0
885,11,1,0,3,1,21,2,4,2,1,8,8,1,2,1,5,1,0,50.0,5119,9,60.0,4,5,1698,5,1,1709,4,5,3,3,2,3,328900,162,3,9,8,9.0
886,10,3,3,3,0,12,2,2,2,1,8,8,1,1,1,5,8,3,70.0,8393,5,122.0,3,3,1626,5,1,1712,3,8,0,3,2,3,145000,326,2,47,1,1.0
887,4,3,0,3,4,7,2,0,0,1,8,8,2,2,1,5,8,4,59.0,16466,5,0.0,3,3,816,3,1,1393,3,8,0,1,1,3,135500,386,2,53,53,53.0
888,0,3,0,3,4,12,2,0,2,0,13,14,2,2,1,5,8,4,95.0,15865,8,0.0,4,3,2217,5,1,2217,4,8,3,1,2,3,268000,512,3,37,37,37.0
889,0,3,3,3,4,12,1,0,2,3,13,14,1,1,1,5,8,4,128.0,12160,6,90.0,3,3,1505,5,1,1505,3,6,3,2,2,3,149500,162,2,56,56,56.0
890,4,3,3,3,0,12,0,0,0,1,8,8,2,1,5,5,8,4,60.0,8064,5,0.0,3,3,672,5,1,924,3,6,1,1,2,3,122900,0,1,58,1,4.0
