,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
203,120,RM,,4438,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,4,3,PConc,4.0,3.0,3.0,6.0,662,1.0,0,186,848,2,5,1,4.0,848,0,0,848,1,0,1,0,1,1,4,3,8,1,4.0,2.0,2004.0,2.0,2,420,3.0,3.0,3,149,0,0,0,0,0,0.0,0.0,0.0,0,1,2008,WD,Normal,149000
204,50,RM,50.0,3500,1,1.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,3,CBlock,3.0,3.0,1.0,2.0,312,1.0,0,408,720,2,3,1,4.0,720,564,0,1284,0,0,1,1,2,1,3,5,8,0,0.0,1.0,1948.0,1.0,1,240,3.0,3.0,3,0,35,0,0,0,0,0.0,1.0,0.0,0,4,2009,WD,Normal,110000
205,20,RL,99.0,11851,1,0.0,4,1,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1424,1424,2,5,1,4.0,1442,0,0,1442,0,0,2,0,3,1,3,5,8,0,0.0,2.0,1990.0,2.0,2,500,3.0,3.0,3,0,34,0,508,0,0,0.0,0.0,0.0,0,5,2009,WD,Normal,180500
206,20,RL,40.0,13673,1,0.0,3,1,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1140,1140,2,3,1,4.0,1696,0,0,1696,0,0,1,1,3,1,3,8,6,1,3.0,2.0,1962.0,2.0,1,349,3.0,3.0,3,0,30,0,0,0,0,0.0,0.0,0.0,0,3,2007,WD,Normal,143900
207,20,RL,,12493,1,0.0,3,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3.0,3.0,1.0,5.0,419,3.0,306,375,1100,2,3,1,4.0,1100,0,0,1100,1,0,1,0,3,1,3,6,8,1,1.0,2.0,1960.0,2.0,1,312,3.0,3.0,3,355,0,0,0,0,0,0.0,2.0,0.0,0,4,2008,WD,Normal,141000
208,60,RL,,14364,1,0.0,3,0,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,2Story,7,5,1988,1989,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,4,3,CBlock,4.0,3.0,4.0,6.0,1065,1.0,0,92,1157,2,5,1,4.0,1180,882,0,2062,1,0,2,1,3,1,3,7,8,1,4.0,2.0,1988.0,3.0,2,454,3.0,3.0,3,60,55,0,0,154,0,0.0,0.0,0.0,0,4,2007,WD,Normal,277000
209,20,RL,75.0,8250,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1964,1964,Hip,CompShg,HdBoard,HdBoard,Stone,260.0,3,3,CBlock,4.0,3.0,1.0,3.0,787,1.0,0,305,1092,2,5,1,4.0,1092,0,0,1092,1,0,1,0,3,1,3,6,8,0,0.0,2.0,1964.0,2.0,2,504,3.0,4.0,3,0,0,0,0,0,0,0.0,1.0,0.0,0,7,2008,WD,Normal,145000
210,30,RL,67.0,5604,1,0.0,4,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,468,1.0,0,396,864,2,3,0,3.0,864,0,0,864,1,0,1,0,2,1,3,5,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,0,0,96,0,0,0,0.0,0.0,0.0,0,4,2008,WD,Normal,98000
211,20,RL,83.0,10420,1,0.0,4,1,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,2.0,6.0,36,1.0,0,1176,1212,2,5,1,4.0,1212,0,0,1212,0,0,2,0,3,1,4,6,8,0,0.0,2.0,2009.0,2.0,2,460,3.0,3.0,3,100,22,0,0,0,0,0.0,0.0,0.0,0,3,2010,WD,Normal,186000
212,60,FV,72.0,8640,1,0.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,822,1.0,0,78,900,2,5,1,4.0,932,920,0,1852,1,0,2,1,3,1,4,7,8,1,3.0,2.0,2009.0,2.0,2,644,3.0,3.0,3,168,108,0,0,0,0,0.0,0.0,0.0,0,7,2009,New,Partial,252678
213,20,RL,43.0,13568,1,0.0,2,1,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,5.0,716,1.0,0,274,990,2,5,1,4.0,990,0,0,990,0,1,1,0,3,1,3,5,8,0,0.0,2.0,1996.0,1.0,2,576,3.0,3.0,3,224,0,0,0,0,0,0.0,0.0,0.0,0,7,2006,WD,Normal,156000
214,60,RL,,10900,1,0.0,3,1,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,7,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,153.0,3,3,CBlock,4.0,3.0,1.0,6.0,378,1.0,0,311,689,2,5,1,4.0,689,703,0,1392,0,0,1,1,3,1,3,6,8,0,0.0,2.0,1977.0,3.0,1,299,3.0,3.0,3,0,36,0,0,0,0,0.0,1.0,1.0,450,3,2010,WD,Normal,161750
215,20,RL,72.0,10011,1,0.0,3,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,3,CBlock,3.0,3.0,1.0,4.0,360,1.0,0,710,1070,2,3,1,4.0,1236,0,0,1236,0,1,1,0,2,1,4,6,7,1,2.0,2.0,1957.0,1.0,1,447,3.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0.0,0,5,2006,WD,Normal,134450
216,20,RL,65.0,8450,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,266.0,4,3,PConc,4.0,3.0,2.0,6.0,946,1.0,0,490,1436,2,5,1,4.0,1436,0,0,1436,1,0,2,0,3,1,4,8,8,0,0.0,2.0,2004.0,1.0,2,484,3.0,3.0,3,139,98,0,0,0,0,0.0,0.0,0.0,0,4,2008,WD,Normal,210000
217,70,RM,57.0,9906,1,1.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,686,686,2,2,0,4.0,810,518,0,1328,0,0,1,0,3,1,3,8,8,0,0.0,1.0,1940.0,1.0,1,210,3.0,3.0,3,0,172,60,0,0,0,0.0,0.0,0.0,0,9,2006,WD,Family,107000
218,50,RL,,15660,1,0.0,3,1,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,4,4,CBlock,3.0,3.0,1.0,4.0,341,1.0,0,457,798,2,5,1,4.0,1137,817,0,1954,0,1,1,1,3,1,4,8,8,2,3.0,2.0,1939.0,1.0,2,431,3.0,3.0,3,0,119,150,0,0,0,0.0,0.0,0.0,0,5,2008,WD,Normal,311500
219,120,RL,43.0,3010,1,0.0,4,1,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3.0,3.0,6.0,16,1.0,0,1232,1248,2,5,1,4.0,1248,0,0,1248,0,0,2,0,2,1,4,5,8,0,0.0,2.0,2005.0,3.0,2,438,3.0,3.0,3,108,0,0,0,0,0,0.0,0.0,0.0,0,3,2006,New,Partial,167240
220,20,RL,73.0,8990,1,0.0,3,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,2.0,1.0,0,1.0,0,1498,1498,2,5,1,4.0,1498,0,0,1498,0,0,2,0,2,1,4,5,8,0,0.0,2.0,2006.0,2.0,2,675,3.0,3.0,3,351,33,0,0,0,0,0.0,0.0,0.0,0,4,2006,New,Partial,204900
221,60,RL,,8068,1,0.0,3,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1010,1010,2,5,1,4.0,1010,1257,0,2267,0,0,2,1,4,1,4,8,8,1,3.0,2.0,2002.0,2.0,2,390,3.0,3.0,3,120,46,0,0,0,0,0.0,0.0,0.0,0,12,2009,ConLI,Normal,200000
222,60,RL,85.0,11475,1,0.0,4,1,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,6,6,1975,1975,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,550,1.0,0,163,713,2,3,1,4.0,811,741,0,1552,1,0,2,1,3,1,3,6,8,1,3.0,2.0,1975.0,2.0,2,434,3.0,3.0,3,209,208,0,0,0,0,0.0,1.0,0.0,0,2,2006,WD,Normal,179900
223,20,RL,70.0,10500,1,0.0,4,1,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,524,2.0,180,160,864,2,4,1,4.0,864,0,0,864,0,0,1,0,2,1,3,4,8,0,0.0,1.0,1989.0,1.0,2,576,3.0,3.0,3,216,0,0,0,0,0,0.0,0.0,0.0,0,3,2009,WD,Abnorml,97000
224,20,RL,103.0,13472,1,0.0,4,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,922.0,5,3,PConc,5.0,3.0,4.0,6.0,56,1.0,0,2336,2392,2,5,1,4.0,2392,0,0,2392,0,0,2,0,3,1,5,8,8,1,5.0,2.0,2003.0,3.0,3,968,3.0,3.0,3,248,105,0,0,0,0,0.0,0.0,0.0,0,6,2009,WD,Normal,386250
225,160,RM,21.0,1680,1,0.0,4,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,5,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,142.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,630,630,2,3,1,4.0,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,0.0,1.0,1991.0,1.0,1,280,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,5,2009,COD,Abnorml,112000
226,60,RL,82.0,9950,1,0.0,3,1,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4.0,3.0,1.0,6.0,565,1.0,0,638,1203,2,5,1,4.0,1214,1306,0,2520,0,0,2,1,4,1,4,9,8,1,3.0,2.0,1995.0,2.0,3,721,3.0,3.0,3,224,114,0,0,0,0,0.0,0.0,0.0,0,6,2007,WD,Abnorml,290000
227,160,RM,21.0,1869,1,0.0,4,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,127.0,3,3,CBlock,3.0,3.0,1.0,3.0,321,1.0,0,162,483,2,3,1,4.0,483,504,0,987,0,0,1,1,2,1,3,5,8,0,0.0,1.0,1987.0,1.0,1,280,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,9,2008,WD,Normal,106000
228,20,RL,70.0,8521,1,0.0,4,1,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,842,1.0,0,70,912,2,3,1,4.0,912,0,0,912,0,0,1,0,3,1,3,5,8,1,2.0,1.0,1974.0,1.0,1,336,3.0,3.0,3,0,0,0,0,0,0,0.0,1.0,0.0,0,5,2010,WD,Normal,125000
229,120,RL,43.0,3182,1,0.0,4,1,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,3,PConc,4.0,3.0,3.0,6.0,16,1.0,0,1357,1373,2,5,1,4.0,1555,0,0,1555,0,0,2,0,2,1,4,7,8,1,3.0,2.0,2005.0,3.0,2,430,3.0,3.0,3,143,20,0,0,0,0,0.0,0.0,0.0,0,5,2009,WD,Normal,192500
230,20,RL,73.0,8760,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,220.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1194,1194,2,3,1,4.0,1194,0,0,1194,1,0,1,0,3,1,3,6,8,0,0.0,2.0,1959.0,2.0,1,312,3.0,3.0,3,0,0,120,0,0,0,0.0,0.0,0.0,0,4,2010,WD,Normal,148000
231,60,RL,174.0,15138,1,0.0,3,1,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,3,PConc,4.0,3.0,1.0,6.0,689,1.0,0,773,1462,2,5,1,4.0,1490,1304,0,2794,1,0,2,1,4,1,5,9,8,1,3.0,2.0,1995.0,3.0,3,810,3.0,3.0,3,0,146,202,0,0,0,0.0,0.0,0.0,0,7,2009,WD,Normal,403000
232,160,RM,21.0,1680,1,0.0,4,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,483,483,2,3,1,4.0,483,504,0,987,0,0,1,1,2,1,3,5,8,1,1.0,2.0,1972.0,1.0,1,288,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,6,2006,WD,Normal,94500
233,20,RL,75.0,10650,1,0.0,4,1,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3.0,4.0,3.0,2.0,182,5.0,712,0,894,2,3,1,4.0,894,0,0,894,1,0,1,0,3,1,3,5,8,0,0.0,2.0,1976.0,1.0,1,308,3.0,3.0,3,365,0,0,0,0,0,0.0,1.0,0.0,0,2,2010,WD,Normal,128200
234,60,RL,,7851,1,0.0,4,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,625,1.0,0,235,860,2,5,1,4.0,860,1100,0,1960,1,0,2,1,4,1,4,8,8,2,3.0,2.0,2002.0,3.0,2,440,3.0,3.0,3,288,48,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD,Normal,216500
235,160,RM,21.0,1680,1,0.0,4,1,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,3,3,CBlock,3.0,3.0,1.0,5.0,358,1.0,0,125,483,2,3,1,4.0,483,504,0,987,0,0,1,1,2,1,3,5,8,0,0.0,1.0,1971.0,1.0,1,264,3.0,3.0,3,0,0,0,0,0,0,0.0,0.0,0.0,0,8,2008,WD,Normal,89500
236,20,RL,65.0,8773,1,0.0,4,1,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,4,3,PConc,4.0,3.0,3.0,6.0,24,1.0,0,1390,1414,2,5,1,4.0,1414,0,0,1414,0,0,2,0,3,1,4,6,8,0,0.0,2.0,2004.0,2.0,2,494,3.0,3.0,3,132,105,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD,Normal,185500
237,60,RL,,9453,1,0.0,3,1,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,1993,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4.0,3.0,1.0,4.0,402,1.0,0,594,996,2,5,1,4.0,1014,730,0,1744,0,0,2,1,3,1,4,7,8,0,0.0,2.0,1993.0,2.0,2,457,3.0,3.0,3,370,70,0,238,0,0,0.0,0.0,0.0,0,2,2010,WD,Normal,194500
238,20,RL,93.0,12030,1,0.0,4,1,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,5,3,PConc,5.0,3.0,1.0,1.0,0,1.0,0,1694,1694,2,5,1,4.0,1694,0,0,1694,0,0,2,0,3,1,4,7,8,0,0.0,2.0,2007.0,3.0,3,818,3.0,3.0,3,168,228,0,0,0,0,0.0,0.0,0.0,0,12,2007,New,Partial,318000
239,50,RL,52.0,8741,1,0.0,4,1,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1945,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3.0,2.0,1.0,2.0,94,1.0,0,641,735,2,3,1,3.0,798,689,0,1487,0,0,1,1,3,1,3,7,8,1,4.0,1.0,1949.0,1.0,1,220,3.0,3.0,3,0,140,0,0,0,0,0.0,1.0,0.0,0,4,2010,WD,Normal,113000
240,20,FV,75.0,9000,1,0.0,4,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,4,3,PConc,4.0,3.0,3.0,6.0,1078,1.0,0,488,1566,2,5,1,4.0,1566,0,0,1566,1,0,2,0,3,1,4,7,8,0,0.0,2.0,2008.0,2.0,2,750,3.0,3.0,3,144,168,0,0,0,0,0.0,0.0,0.0,0,4,2010,WD,Normal,262500
241,30,RM,40.0,3880,1,0.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,1945,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,5.0,329,1.0,0,357,686,2,4,1,4.0,866,0,0,866,0,0,1,0,2,1,4,4,8,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,58,42,0,0,0,0,0.0,0.0,0.0,0,8,2007,WD,Normal,110500
242,50,RM,63.0,5000,1,0.0,4,1,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0,1.0,0,540,540,2,4,0,3.0,889,551,0,1440,0,0,1,0,3,1,3,6,8,0,0.0,2.0,1940.0,1.0,1,352,2.0,3.0,3,0,0,77,0,0,0,0.0,0.0,0.0,0,4,2006,WD,Normal,79000
243,160,RL,75.0,10762,1,0.0,4,1,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4.0,3.0,1.0,1.0,0,1.0,0,626,626,2,3,1,4.0,626,591,0,1217,0,0,1,1,3,1,3,6,8,1,3.0,2.0,1980.0,2.0,1,288,3.0,3.0,3,0,28,0,0,0,0,0.0,0.0,0.0,0,4,2009,WD,Normal,120000
244,60,RL,,8880,1,0.0,3,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,6.0,695,1.0,0,253,948,2,5,1,4.0,1222,888,0,2110,1,0,2,1,3,1,4,8,8,2,2.0,2.0,1994.0,2.0,2,463,3.0,3.0,3,0,130,0,0,0,0,0.0,0.0,0.0,0,5,2010,WD,Normal,205000
245,20,RL,80.0,10400,1,0.0,4,1,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1988,1988,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,4.0,3.0,3.0,6.0,929,1.0,0,916,1845,2,4,1,4.0,1872,0,0,1872,0,1,2,0,3,1,3,6,8,1,3.0,2.0,1988.0,3.0,2,604,3.0,3.0,3,197,39,0,0,0,0,0.0,0.0,0.0,0,6,2006,WD,Normal,241500
246,190,RM,69.0,9142,1,1.0,4,1,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,1910,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,2,Stone,2.0,3.0,1.0,1.0,0,1.0,0,1020,1020,2,4,0,1.0,908,1020,0,1928,0,0,2,0,4,2,2,9,8,0,0.0,1.0,1910.0,1.0,1,440,1.0,1.0,3,0,60,112,0,0,0,0.0,0.0,0.0,0,4,2006,WD,Normal,137000
247,20,RL,75.0,11310,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1954,1954,Hip,CompShg,Wd Sdng,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,1367,1367,2,5,1,4.0,1375,0,0,1375,0,0,1,0,2,1,3,5,8,1,3.0,2.0,1954.0,1.0,2,451,3.0,3.0,3,0,30,0,0,0,0,0.0,0.0,0.0,0,6,2006,WD,Normal,140000
248,60,RL,72.0,11317,1,0.0,4,1,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,840,840,2,5,1,4.0,840,828,0,1668,0,0,2,1,3,1,4,8,8,0,0.0,2.0,2003.0,2.0,2,500,3.0,3.0,3,144,68,0,0,0,0,0.0,0.0,0.0,0,9,2007,WD,Normal,180000
249,50,RL,,159000,1,0.0,2,0,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,CompShg,Wd Sdng,HdBoard,BrkCmn,472.0,4,3,CBlock,4.0,3.0,4.0,3.0,697,1.0,0,747,1444,2,4,1,4.0,1444,700,0,2144,0,1,2,0,4,1,4,7,8,2,3.0,2.0,1958.0,3.0,2,389,3.0,3.0,3,0,98,0,0,0,0,0.0,0.0,1.0,500,6,2007,WD,Normal,277000
250,30,RL,55.0,5350,1,0.0,3,1,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,1940,1966,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,1,CBlock,3.0,3.0,1.0,1.0,0,1.0,0,728,728,2,5,1,4.0,1306,0,0,1306,0,0,1,0,3,1,2,6,5,0,0.0,0.0,,0.0,0,0,0.0,0.0,3,263,0,0,0,0,0,0.0,2.0,1.0,450,5,2010,WD,Normal,76500
251,120,RM,44.0,4750,1,0.0,3,1,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,4,3,PConc,4.0,3.0,4.0,6.0,1573,1.0,0,0,1573,2,5,1,4.0,1625,0,0,1625,1,1,2,0,2,1,4,5,8,1,4.0,2.0,2006.0,3.0,2,538,3.0,3.0,3,123,0,0,0,153,0,0.0,0.0,0.0,0,12,2007,WD,Family,235000
252,60,RL,65.0,8366,1,0.0,3,1,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,798,798,2,5,1,4.0,798,842,0,1640,0,0,2,1,3,1,4,6,8,0,0.0,2.0,2004.0,2.0,2,520,3.0,3.0,3,138,45,0,0,0,0,0.0,0.0,0.0,0,12,2008,WD,Normal,173000
253,80,RL,85.0,9350,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1964,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,3,3,CBlock,4.0,3.0,4.0,2.0,270,5.0,580,452,1302,2,5,1,4.0,1302,0,0,1302,0,1,2,0,3,1,4,7,7,0,0.0,2.0,1964.0,2.0,1,309,3.0,3.0,3,333,0,0,0,0,0,0.0,1.0,0.0,0,10,2007,CWD,Normal,158000
254,20,RL,70.0,8400,1,0.0,4,1,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1957,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,1.0,3.0,922,1.0,0,392,1314,2,3,1,4.0,1314,0,0,1314,1,0,1,0,3,1,3,5,8,0,0.0,2.0,1957.0,2.0,1,294,3.0,3.0,3,250,0,0,0,0,0,0.0,0.0,0.0,0,6,2010,WD,Normal,145000
255,60,RL,66.0,8738,1,0.0,3,1,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,975,975,2,5,1,4.0,1005,1286,0,2291,0,0,2,1,4,1,4,8,8,1,3.0,2.0,1999.0,3.0,2,429,3.0,3.0,3,192,0,0,0,0,0,0.0,0.0,0.0,0,2,2006,WD,Normal,230000
256,60,FV,64.0,8791,1,0.0,3,1,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,3.0,503,1.0,0,361,864,2,5,1,4.0,864,864,0,1728,0,0,2,1,3,1,4,7,8,0,0.0,2.0,2003.0,2.0,2,673,3.0,3.0,3,216,56,0,0,0,0,0.0,0.0,0.0,0,5,2008,WD,Normal,207500
