,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,GrLivArea,KitchenQual,TotRmsAbvGrd,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,SaleType,SaleCondition,SalePrice,Total_OutdoorSF,Baths,Age,AgeRemodAdd,AgeGarage
446,20,RL,137.0,16492,IR1,Lvl,Corner,NAmes,PosA,1Fam,1Story,6,Gable,BrkFace,Plywood,None,0.0,4,CBlock,3,1517,5,1,1888,4,6,4,Attchd,3,2,3,TA,WD,Normal,190000,0,3,44,8,44.0
447,60,RL,79.87755102040816,11214,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,930,4,1,1886,4,10,3,Attchd,3,2,3,TA,WD,Normal,199900,89,3,8,7,8.0
448,50,RM,50.0,8600,Reg,Bnk,Inside,IDOTRR,Norm,1Fam,1.5Fin,6,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,3,780,3,1,1376,3,7,4,Detchd,1,1,3,TA,WD,Normal,119500,0,2,69,56,69.0
449,50,RM,50.0,6000,Reg,Lvl,Inside,OldTown,Norm,1Fam,1.5Fin,3,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,649,5,1,1183,3,6,0,Detchd,1,1,3,TA,WD,Normal,120000,176,2,59,5,26.0
450,30,RM,70.0,5684,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,6,Hip,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,813,5,1,813,4,5,0,Detchd,1,1,2,Fa,WD,Normal,110000,113,1,76,1,74.0
451,20,RL,62.0,70761,IR1,Low,Inside,ClearCr,Norm,1Fam,1Story,7,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,1533,3,1,1533,4,5,3,Attchd,1,2,3,TA,WD,Normal,280000,254,3,31,31,31.0
452,60,RL,80.13333333333334,9303,IR1,Lvl,Corner,Timber,Norm,1Fam,2Story,6,Hip,VinylSd,VinylSd,BrkFace,42.0,4,PConc,5,872,5,1,1756,3,7,0,Attchd,3,2,3,TA,WD,Normal,204000,266,4,11,10,11.0
453,60,FV,75.0,9000,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,768,5,1,1590,4,6,0,Attchd,2,2,3,TA,WD,Normal,210000,30,3,1,1,1.0
454,90,RL,63.0,9297,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1Story,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,3,1728,3,1,1728,3,8,0,Detchd,1,2,3,TA,WD,Family,188000,0,4,30,30,30.0
455,20,RL,80.0,9600,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,7,Hip,HdBoard,HdBoard,BrkFace,320.0,3,CBlock,3,1242,2,1,1242,3,6,3,Attchd,1,2,3,TA,WD,Normal,175500,0,2,34,34,34.0
456,70,RM,34.0,4571,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,5,Gable,AsbShng,AsbShng,None,0.0,3,BrkTil,3,624,2,0,1344,3,7,0,Detchd,1,3,2,Fa,COD,Abnorml,98000,96,1,92,58,92.0
457,20,RL,83.46153846153847,53227,IR1,Low,CulDSac,ClearCr,Norm,1Fam,1Story,4,Flat,Plywood,Plywood,None,0.0,3,CBlock,4,1364,5,1,1663,4,6,4,Attchd,3,2,3,TA,WD,Normal,256000,361,2,54,14,54.0
458,70,RM,62.788990825688074,5100,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,8,Hip,Stucco,Wd Shng,None,0.0,3,PConc,3,588,2,1,1666,4,7,4,Detchd,1,1,3,TA,WD,Normal,161000,255,1,83,12,83.0
459,50,RL,57.509803921568626,7015,IR1,Bnk,Corner,BrkSide,Norm,1Fam,1.5Fin,5,Gable,MetalSd,MetalSd,BrkCmn,161.0,3,CBlock,3,709,3,1,1203,4,5,3,Detchd,1,1,3,TA,WD,Normal,110000,248,2,59,59,59.0
460,60,FV,75.0,8004,IR1,Lvl,Inside,Somerst,RRAn,1Fam,2Story,8,Gable,VinylSd,VinylSd,Stone,110.0,4,PConc,4,832,5,1,1935,3,8,0,BuiltIn,3,2,3,TA,New,Partial,263435,150,4,0,0,0.0
461,70,RL,60.0,7200,Reg,Lvl,Inside,SWISU,Feedr,1Fam,2Story,7,Gable,Wd Sdng,Wd Sdng,None,0.0,4,PConc,4,560,5,1,1135,4,6,0,Detchd,2,2,3,TA,WD,Normal,155000,256,2,73,2,38.0
462,20,RL,60.0,8281,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,864,4,1,864,3,5,1,Detchd,1,1,3,TA,WD,Normal,62383,236,1,44,44,44.0
463,70,RL,74.0,11988,IR1,HLS,Inside,Crawfor,Norm,1Fam,2Story,6,Hip,Stucco,Stucco,None,0.0,3,CBlock,3,715,2,1,1660,3,6,4,Detchd,1,1,3,TA,WD,Normal,188700,0,2,74,13,69.0
464,20,RL,60.0,8430,Reg,HLS,Inside,CollgCr,Norm,1Fam,1Story,5,Gable,HdBoard,HdBoard,BrkFace,136.0,3,CBlock,4,1040,3,1,1040,3,5,0,NA,0,0,0,None,WD,Normal,124000,0,2,31,31,0.0
465,120,RM,47.142857142857146,3072,Reg,Lvl,Inside,Blmngtn,Norm,TwnhsE,1Story,7,Hip,VinylSd,VinylSd,BrkFace,18.0,4,PConc,4,1375,5,1,1414,4,6,3,Attchd,3,2,3,TA,WD,Normal,178740,164,2,2,2,2.0
466,20,RL,85.0,10628,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,7,Flat,Plywood,Plywood,None,0.0,3,CBlock,3,1277,3,1,1277,3,5,1,Attchd,1,2,3,TA,WD,Normal,167000,176,2,37,37,37.0
467,70,RL,79.0,9480,Reg,Lvl,Inside,NAmes,Artery,1Fam,2Story,5,Gable,MetalSd,MetalSd,Stone,224.0,3,CBlock,3,728,5,1,1644,4,7,4,Attchd,1,1,3,TA,WD,Normal,146500,168,2,65,12,65.0
468,20,RL,98.0,11428,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,Stone,248.0,4,PConc,4,1626,5,1,1634,4,7,4,Attchd,2,3,3,TA,WD,Normal,250000,44,2,1,1,1.0
469,60,RL,76.0,9291,IR1,Lvl,Corner,SawyerW,RRNe,1Fam,2Story,6,Gable,HdBoard,HdBoard,BrkFace,120.0,4,PConc,4,832,5,1,1710,4,7,0,Attchd,2,2,3,TA,WD,Normal,187000,214,3,15,15,15.0
470,120,RL,62.7,6820,IR1,Lvl,Corner,StoneBr,Norm,TwnhsE,1Story,8,Gable,HdBoard,HdBoard,None,0.0,4,PConc,4,1488,3,1,1502,4,4,0,Attchd,2,2,3,TA,WD,Normal,212000,194,3,25,25,25.0
471,60,RL,92.0,11952,Reg,Lvl,Inside,NWAmes,PosA,1Fam,2Story,7,Mansard,WdShing,Plywood,None,0.0,3,CBlock,4,808,3,1,1969,3,8,4,Attchd,2,2,3,TA,WD,Normal,190000,276,3,30,30,30.0
472,180,RM,35.0,3675,Reg,Lvl,Inside,Edwards,Norm,TwnhsE,SLvl,6,Gable,VinylSd,VinylSd,BrkFace,80.0,3,PConc,4,547,5,1,1072,3,5,0,Basment,2,2,3,TA,WD,Normal,148000,28,2,3,3,3.0
473,20,RL,110.0,14977,IR1,Lvl,Inside,NridgHt,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,304.0,4,PConc,5,1976,5,1,1976,4,7,5,Attchd,2,3,3,TA,New,Partial,440000,313,3,1,0,1.0
474,120,RL,41.0,5330,Reg,Lvl,Inside,StoneBr,Norm,TwnhsE,1Story,8,Gable,CemntBd,CmentBd,None,0.0,4,PConc,4,1494,5,1,1652,5,6,0,Attchd,2,2,3,TA,WD,Normal,251000,144,3,7,7,7.0
475,20,RL,80.0,8480,Reg,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,None,0.0,3,CBlock,3,970,3,1,970,3,5,0,Detchd,1,2,3,TA,WD,Normal,132500,216,2,44,44,11.0
476,20,RL,75.0,13125,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,BrkFace,215.0,3,PConc,4,1478,5,1,1493,4,7,3,Attchd,3,2,3,TA,WD,Normal,208900,179,3,11,10,11.0
477,60,RL,105.0,13693,Reg,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,BrkFace,772.0,5,PConc,4,2153,5,1,2643,5,9,4,BuiltIn,3,3,3,TA,WD,Normal,380000,498,3,1,1,1.0
478,20,RL,79.0,10637,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Hip,VinylSd,VinylSd,Stone,336.0,4,PConc,5,1705,5,1,1718,4,7,4,Attchd,2,3,3,TA,WD,Normal,297000,252,3,2,1,2.0
479,30,RM,50.0,5925,Reg,Bnk,Inside,OldTown,Norm,1Fam,1Story,4,Hip,Stucco,Stucco,BrkCmn,435.0,3,BrkTil,2,907,3,1,1131,3,7,0,Detchd,1,2,3,TA,WD,Alloca,89471,72,1,70,7,12.0
480,20,RL,98.0,16033,IR1,Lvl,FR2,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,378.0,4,PConc,5,1833,5,1,1850,4,8,4,Attchd,3,3,3,TA,WD,Normal,326000,631,3,2,1,2.0
481,20,RL,72.0,11846,IR1,HLS,Inside,NridgHt,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,562.0,4,PConc,5,1792,5,1,1792,5,6,4,Attchd,3,3,3,TA,WD,Normal,374000,255,3,3,2,3.0
482,70,RM,50.0,2500,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,7,Gable,Stucco,Stucco,None,0.0,4,PConc,3,910,5,1,1826,5,7,4,Attchd,1,1,2,Fa,WD,Normal,155000,0,3,94,4,94.0
483,120,RM,32.0,4500,Reg,Lvl,FR2,Mitchel,Norm,Twnhs,1Story,6,Hip,VinylSd,VinylSd,BrkFace,116.0,3,PConc,5,1216,5,1,1216,3,5,0,Attchd,1,2,3,TA,WD,Normal,164000,125,3,8,8,8.0
484,20,RL,74.4375,7758,IR1,Lvl,Corner,Sawyer,Norm,1Fam,1Story,5,Gable,HdBoard,Plywood,None,0.0,3,CBlock,3,999,4,1,999,4,6,0,Detchd,1,1,3,TA,WD,Normal,132500,132,2,45,6,44.0
485,20,RL,80.0,9600,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,4,CBlock,3,1113,4,1,1113,4,5,4,Attchd,1,1,3,TA,WD,Normal,147000,200,1,59,2,59.0
486,20,RL,79.0,10289,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,MetalSd,MetalSd,BrkFace,168.0,3,CBlock,3,1073,3,1,1073,3,6,0,Attchd,2,2,3,TA,WD,Normal,156000,0,3,42,42,42.0
487,20,RL,70.0,12243,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,5,Gable,Plywood,Plywood,None,0.0,3,CBlock,4,1484,4,1,1484,3,7,3,Attchd,1,2,3,TA,WD,Normal,175000,404,2,36,36,36.0
488,190,RL,60.0,10800,Reg,Lvl,Corner,OldTown,Norm,2fmCon,1.5Fin,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,954,3,0,2414,3,10,4,Attchd,1,2,3,Fa,ConLD,Normal,160000,142,2,106,36,36.0
489,180,RM,21.0,1526,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SFoyer,4,Gable,CemntBd,CmentBd,None,0.0,3,CBlock,4,630,3,1,630,4,3,0,Attchd,1,1,3,TA,WD,Normal,86000,0,2,39,7,39.0
490,160,RM,27.8,2665,Reg,Lvl,Inside,MeadowV,Norm,TwnhsE,2Story,5,Gable,CemntBd,CmentBd,None,0.0,3,PConc,4,264,3,1,1304,3,4,4,BuiltIn,3,1,3,TA,WD,Normal,115000,165,2,32,32,32.0
491,50,RL,79.0,9490,Reg,Lvl,Inside,NAmes,Artery,1Fam,1.5Fin,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,806,3,1,1578,2,5,3,Attchd,1,1,3,TA,WD,Normal,133000,32,2,65,56,65.0
492,60,RL,105.0,15578,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,728,4,1,1456,3,8,0,Attchd,2,2,3,TA,New,Partial,172785,0,3,0,0,0.0
493,20,RL,70.0,7931,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1269,3,1,1269,3,6,2,Detchd,1,1,3,TA,WD,Normal,155000,0,2,48,48,44.0
494,30,RM,50.0,5784,Reg,Lvl,Inside,OldTown,Artery,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,2,190,4,1,886,3,4,0,Attchd,1,1,3,TA,WD,Normal,91300,244,1,71,13,71.0
495,30,C (all),60.0,7879,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,720,3,0,720,3,4,0,NA,0,0,0,None,WD,Abnorml,34900,638,1,89,59,0.0
496,20,RL,91.87878787878788,12692,IR1,Lvl,Inside,NoRidge,Norm,1Fam,1Story,8,Hip,BrkFace,BrkFace,None,0.0,4,PConc,4,3200,5,1,3228,4,10,4,Attchd,2,2,3,TA,WD,Normal,430000,630,4,15,14,15.0
497,50,RL,60.0,9120,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,7,Gable,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1026,5,1,1820,3,8,0,Detchd,1,1,3,TA,WD,Normal,184000,100,3,83,58,83.0
498,20,RL,65.0,7800,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,HdBoard,HdBoard,BrkFace,89.0,3,PConc,3,864,5,1,899,4,5,0,Attchd,3,1,3,TA,WD,Normal,130000,64,1,42,5,42.0
499,20,RL,70.0,7535,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,912,2,1,912,3,5,0,Attchd,3,1,3,TA,WD,Normal,120000,297,2,49,22,49.0
500,160,RM,21.0,1890,Reg,Lvl,Inside,BrDale,Norm,Twnhs,2Story,6,Gable,HdBoard,HdBoard,BrkFace,285.0,3,CBlock,3,672,3,1,1218,3,7,0,Detchd,1,1,3,TA,WD,Normal,113000,172,2,34,34,34.0
501,60,FV,75.0,9803,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,866,4,1,1768,4,7,0,Attchd,2,2,3,TA,WD,Normal,226700,108,3,3,3,3.0
502,20,RL,70.0,9170,Reg,Lvl,Corner,Edwards,Feedr,1Fam,1Story,5,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,1214,5,1,1214,3,6,0,Detchd,1,2,2,Fa,WD,Normal,140000,184,2,42,42,42.0
503,20,RL,100.0,15602,IR1,Lvl,Inside,Crawfor,Norm,1Fam,1Story,7,Gable,BrkFace,Wd Sdng,None,0.0,3,CBlock,3,1501,3,1,1801,3,6,3,Attchd,3,2,3,TA,WD,Normal,289000,215,3,51,13,51.0
504,160,RL,24.0,2308,Reg,Lvl,Inside,NPkVill,Norm,TwnhsE,2Story,6,Gable,Plywood,Brk Cmn,None,0.0,3,CBlock,3,855,3,1,1322,3,6,2,Attchd,1,2,3,TA,WD,Normal,147000,260,4,35,35,35.0
505,90,RM,60.0,7596,Reg,Lvl,Inside,OldTown,Artery,Duplex,2Story,5,Hip,Wd Sdng,Wd Sdng,BrkFace,360.0,3,CBlock,3,960,4,1,1960,3,10,0,Detchd,1,2,3,TA,COD,Normal,124500,0,2,57,57,57.0
506,60,RL,80.0,9554,IR1,Lvl,Inside,SawyerW,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,125.0,4,PConc,4,777,5,1,1911,4,8,3,Attchd,2,2,3,TA,WD,Normal,215000,263,3,13,12,13.0
507,20,FV,75.0,7862,IR1,Lvl,Inside,Somerst,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1218,5,1,1218,4,4,0,Attchd,3,2,3,TA,New,Partial,208300,102,2,0,0,0.0
508,70,RM,60.0,9600,Reg,Lvl,Inside,OldTown,Norm,1Fam,2Story,7,Gambrel,MetalSd,MetalSd,None,0.0,3,BrkTil,3,689,5,1,1378,4,7,4,Detchd,1,2,3,TA,WD,Normal,161000,116,2,80,3,80.0
509,20,RL,80.0,9600,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,5,Gable,MetalSd,MetalSd,BrkFace,132.0,3,CBlock,3,1041,5,1,1041,3,6,0,Attchd,2,1,3,TA,WD,Normal,124500,312,2,50,50,50.0
510,20,RL,75.0,14559,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,BrkCmn,70.0,4,CBlock,3,1008,5,1,1363,3,6,3,CarPort,1,1,3,TA,WD,Normal,164900,534,2,58,9,58.0
511,120,RL,40.0,6792,IR1,Lvl,Inside,NridgHt,Norm,TwnhsE,1Story,7,Gable,VinylSd,VinylSd,Stone,94.0,4,PConc,4,1368,5,1,1368,4,6,4,Attchd,2,2,3,TA,New,Partial,202665,167,2,1,0,1.0
512,20,RL,70.0,9100,Reg,Lvl,Corner,NAmes,Feedr,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,864,3,1,864,3,5,0,Detchd,1,2,3,TA,WD,Normal,129900,0,2,48,48,42.0
513,20,RL,71.0,9187,Reg,Bnk,Corner,Mitchel,Norm,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,3,1084,3,1,1080,3,5,0,Attchd,1,2,3,TA,WD,Normal,134000,278,2,24,24,24.0
514,45,RL,55.0,10594,Reg,Lvl,Inside,Crawfor,Norm,1Fam,1.5Unf,5,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,768,2,0,789,3,5,0,Detchd,1,1,1,Po,WD,Normal,96500,112,1,81,57,81.0
515,20,RL,94.0,12220,Reg,Lvl,Inside,NridgHt,Norm,1Fam,1Story,10,Hip,CemntBd,CmentBd,BrkFace,305.0,5,CBlock,5,2006,5,1,2020,5,9,4,Attchd,3,3,3,TA,New,Partial,402861,210,4,0,0,0.0
516,80,RL,81.28888888888889,10448,IR1,Lvl,Corner,NWAmes,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,333.0,3,CBlock,3,689,3,1,2119,3,7,3,Attchd,2,2,3,TA,COD,Abnorml,158000,104,3,37,37,37.0
517,60,RL,79.0,10208,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,921.0,4,PConc,4,1264,5,1,2344,4,7,3,Attchd,2,3,3,TA,WD,Normal,265000,220,3,13,12,13.0
518,60,RL,71.68253968253968,9531,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,6,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,794,5,1,1796,3,7,0,Attchd,2,2,3,TA,WD,Normal,211000,36,4,9,9,9.0
519,70,RL,53.0,10918,Reg,Lvl,Inside,Crawfor,Norm,1Fam,2Story,7,Gambrel,MetalSd,MetalSd,None,0.0,4,BrkTil,4,1276,5,1,2080,4,9,4,Detchd,1,1,3,TA,WD,Normal,234000,145,2,83,5,83.0
520,190,RL,60.0,10800,Reg,Lvl,Inside,OldTown,Norm,2fmCon,2Story,4,Gable,MetalSd,MetalSd,None,0.0,3,BrkTil,0,0,3,0,1294,3,7,0,NA,0,0,0,None,WD,Normal,106250,544,2,108,8,0.0
521,20,RL,90.0,11988,IR1,Lvl,Corner,NAmes,Feedr,1Fam,1Story,6,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,3,1244,5,1,1244,3,6,4,Attchd,1,1,3,TA,WD,Normal,150000,40,2,50,50,50.0
522,50,RM,50.0,5000,Reg,Lvl,Corner,BrkSide,Feedr,1Fam,1.5Fin,6,Gable,CemntBd,CmentBd,None,0.0,3,CBlock,3,1004,5,1,1664,3,7,4,Detchd,1,2,3,TA,WD,Normal,159000,60,2,59,56,56.0
523,60,RL,130.0,40094,IR1,Bnk,Inside,Edwards,PosN,1Fam,2Story,10,Hip,CemntBd,CmentBd,Stone,762.0,5,PConc,5,3138,5,1,4676,5,11,4,BuiltIn,3,3,3,TA,New,Partial,184750,614,5,0,-1,0.0
524,60,RL,95.0,11787,IR1,Lvl,Inside,NoRidge,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,BrkFace,594.0,4,PConc,4,1379,5,1,2398,4,8,3,Attchd,3,3,3,TA,WD,Normal,315750,299,4,11,10,11.0
525,20,FV,62.0,7500,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,1257,5,1,1266,4,6,3,Attchd,1,2,3,TA,WD,Normal,176000,182,2,1,1,1.0
526,20,RL,70.0,13300,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Hip,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,4,928,3,1,928,3,4,0,Attchd,1,1,3,TA,WD,Normal,132000,417,1,51,7,51.0
527,60,RL,67.0,14948,IR1,Lvl,Inside,NridgHt,Norm,1Fam,2Story,9,Hip,VinylSd,VinylSd,Stone,268.0,5,PConc,5,1452,5,1,2713,5,11,4,Attchd,3,3,3,TA,New,Partial,446261,192,4,0,0,0.0
528,30,RL,58.0,9098,IR1,Lvl,Inside,Edwards,Norm,1Fam,1Story,4,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,528,5,1,605,3,5,0,NA,0,0,0,None,WD,Normal,86000,144,2,87,5,0.0
529,20,RL,71.8048780487805,32668,IR1,Lvl,CulDSac,Crawfor,Norm,1Fam,1Story,6,Hip,Wd Sdng,Stone,None,0.0,4,PConc,3,2035,3,1,2515,3,9,3,Attchd,2,2,3,TA,WD,Alloca,200624,200,4,50,32,32.0
530,80,RL,85.0,10200,Reg,Lvl,Inside,Timber,Norm,1Fam,SLvl,6,Gable,HdBoard,HdBoard,BrkFace,219.0,4,CBlock,4,1461,5,1,1509,4,5,2,Attchd,2,2,3,TA,WD,Abnorml,175000,224,3,20,19,20.0
531,70,RM,60.0,6155,IR1,Lvl,FR3,BrkSide,RRNn,1Fam,2Story,6,Gable,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,611,5,1,1362,3,6,0,Detchd,3,2,3,Fa,WD,Normal,128000,84,2,88,9,88.0
532,20,RL,60.0,7200,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,5,Gable,VinylSd,VinylSd,None,0.0,3,Slab,0,0,5,1,827,3,5,1,Detchd,1,1,3,TA,WD,Normal,107500,0,1,55,3,43.0
533,20,RL,50.0,5000,Reg,Low,Inside,BrkSide,Norm,1Fam,1Story,1,Gable,VinylSd,VinylSd,None,0.0,2,Slab,0,0,2,0,334,2,2,0,NA,0,0,0,None,WD,Normal,39300,0,1,61,57,0.0
534,60,RL,74.0,9056,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,None,0.0,4,PConc,5,707,5,1,1414,4,6,4,Attchd,3,2,3,TA,WD,Normal,178000,135,3,2,2,2.0
535,190,RL,70.0,7000,Reg,Lvl,Inside,Edwards,Norm,2fmCon,2Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,4,1117,3,1,1347,3,5,0,NA,0,0,0,None,WD,Normal,107500,233,2,98,17,0.0
536,60,RL,57.0,8924,IR1,Lvl,CulDSac,CollgCr,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,3,PConc,4,880,5,1,1724,4,8,0,Attchd,3,2,3,TA,WD,Normal,188000,275,3,10,9,10.0
537,20,RL,76.46236559139786,12735,IR1,Lvl,FR2,NAmes,Norm,1Fam,1Story,4,Hip,MetalSd,MetalSd,None,0.0,3,CBlock,3,864,3,1,864,3,5,0,Detchd,1,2,3,TA,COD,Normal,111250,216,1,36,36,28.0
538,20,RL,74.4375,11553,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,5,Hip,Plywood,Plywood,BrkFace,188.0,3,CBlock,3,1051,3,1,1159,3,7,2,Attchd,1,1,3,TA,WD,Normal,158000,466,2,38,38,38.0
539,20,RL,71.68253968253968,11423,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,8,Gable,VinylSd,VinylSd,BrkFace,479.0,4,PConc,4,1581,5,1,1601,4,6,3,Attchd,2,2,3,TA,WD,Normal,272000,180,3,9,8,9.0
540,20,RL,85.0,14601,Reg,Lvl,Inside,Timber,Norm,1Fam,1Story,9,Hip,VinylSd,VinylSd,BrkFace,584.0,5,PConc,5,1838,5,1,1838,5,8,4,Attchd,3,3,3,TA,WD,Normal,315000,338,3,3,3,3.0
541,60,RL,91.87878787878788,11000,Reg,Lvl,FR2,NoRidge,Norm,1Fam,2Story,8,Gable,VinylSd,VinylSd,BrkFace,72.0,4,PConc,4,969,5,1,2285,4,8,3,BuiltIn,3,3,3,TA,WD,Normal,248000,56,3,7,7,7.0
542,20,RL,78.0,10140,Reg,Lvl,Inside,NWAmes,RRAn,1Fam,1Story,7,Hip,VinylSd,VinylSd,None,0.0,4,PConc,5,1650,5,1,1680,4,7,3,Attchd,3,2,3,TA,WD,Normal,213250,151,3,11,10,11.0
543,120,RH,34.0,4058,Reg,Lvl,Inside,NAmes,Norm,TwnhsE,SFoyer,7,Gable,MetalSd,MetalSd,BrkFace,182.0,3,PConc,4,723,5,1,767,3,4,0,Attchd,3,1,3,TA,WD,Normal,133000,160,2,9,9,9.0
544,60,RL,58.0,17104,IR1,Lvl,Inside,Gilbert,Norm,1Fam,2Story,7,Gable,VinylSd,VinylSd,None,0.0,4,PConc,4,654,5,1,1496,4,7,4,Attchd,2,2,3,TA,New,Partial,179665,124,4,0,0,0.0
545,50,RL,81.28888888888889,13837,IR1,Lvl,Corner,NWAmes,Norm,1Fam,1.5Fin,7,Gable,HdBoard,HdBoard,BrkFace,178.0,4,PConc,4,1204,4,1,2183,4,9,0,Attchd,1,3,3,TA,WD,Normal,229000,0,3,18,18,18.0
546,50,RL,70.0,8737,IR1,Bnk,Inside,BrkSide,Norm,1Fam,1.5Fin,6,Gable,BrkFace,Wd Sdng,None,0.0,3,BrkTil,4,1065,5,1,1635,3,6,4,Detchd,1,2,3,TA,WD,Normal,210000,182,2,84,57,57.0
547,85,RL,54.0,7244,Reg,Lvl,Inside,Mitchel,Norm,1Fam,SFoyer,5,Gable,VinylSd,VinylSd,None,0.0,3,CBlock,4,768,5,1,768,3,5,0,Detchd,1,2,3,TA,WD,Normal,129500,104,2,37,37,20.0
548,20,RM,49.0,8235,IR1,HLS,Inside,OldTown,Feedr,1Fam,1Story,5,Gable,MetalSd,MetalSd,None,0.0,3,CBlock,3,825,3,1,825,3,4,0,Detchd,2,2,3,TA,WD,Normal,125000,190,2,53,13,45.0
